id,Order,Family,Genus,Species,Fos,Ter,Aqu,Arb,Leaves,Flowers,Seeds,Fruits,Arthro,Vert,Diu,Noc,Crepu,Wet_warm,Wet_cold,Dry_warm,Dry_cold,Body_mass_g,Age_at_maturity_min_y,Age_at_maturity_max_y,Body_size_mm,Size_at_maturity_min_mm,Size_at_maturity_max_mm,Longevity_max_y,Litter_size_min_n,Litter_size_max_n,Reproductive_output_y,Offspring_size_min_mm,Offspring_size_max_mm,Dir,Lar,Viv,OBS
Anf2720,Anura,Hylidae,Sphaenorhynchus,Sphaenorhynchus_carneus,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,143,152,1,1,1,0,1,0,NA
Anf2721,Anura,Hylidae,Sphaenorhynchus,Sphaenorhynchus_dorisae,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,218,326,1,1,2.3,0,1,0,NA
Anf2722,Anura,Hylidae,Sphaenorhynchus,Sphaenorhynchus_lacteus,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,18,550,1,1,1,0,1,0,NA
Anf2723,Anura,Hylidae,Sphaenorhynchus,Sphaenorhynchus_mirim,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf2724,Anura,Hylidae,Sphaenorhynchus,Sphaenorhynchus_orophilus,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2725,Anura,Hylidae,Sphaenorhynchus,Sphaenorhynchus_palustris,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2726,Anura,Hylidae,Sphaenorhynchus,Sphaenorhynchus_pauloalvini,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2727,Anura,Hylidae,Sphaenorhynchus,Sphaenorhynchus_planicola,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2728,Anura,Hylidae,Sphaenorhynchus,Sphaenorhynchus_platycephalus,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2729,Anura,Hylidae,Sphaenorhynchus,Sphaenorhynchus_prasinus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2730,Anura,Hylidae,Sphaenorhynchus,Sphaenorhynchus_surdus,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2731,Anura,Hylidae,Tepuihyla,Tepuihyla_aecii,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.8,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2732,Anura,Hylidae,Tepuihyla,Tepuihyla_celsae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2733,Anura,Hylidae,Tepuihyla,Tepuihyla_edelcae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2734,Anura,Hylidae,Tepuihyla,Tepuihyla_galani,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,considered a junior-synomym of Tepuihyla rodriguezi by Ayarzaguena et al. 1993
Anf2735,Anura,Hylidae,Tepuihyla,Tepuihyla_luteolabris,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2736,Anura,Hylidae,Tepuihyla,Tepuihyla_rimarum,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2737,Anura,Hylidae,Tepuihyla,Tepuihyla_rodriguezi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,49.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2738,Anura,Hylidae,Tepuihyla,Tepuihyla_talbergae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,considered a junior-synomym of Tepuihyla rodriguezi by Jungfer et al . 2013
Anf2739,Anura,Hylidae,Tlalocohyla,Tlalocohyla_godmani,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2740,Anura,Hylidae,Tlalocohyla,Tlalocohyla_loquax,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,18,251,1,NA,NA,0,1,0,NA
Anf2741,Anura,Hylidae,Tlalocohyla,Tlalocohyla_picta,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2742,Anura,Hylidae,Tlalocohyla,Tlalocohyla_smithii,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,30.9,NA,NA,NA,29,29,1,2,2,0,1,0,NA
Anf2743,Anura,Hylidae,Trachycephalus,Trachycephalus_atlas,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2744,Anura,Hylidae,Trachycephalus,Trachycephalus_coriaceus,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,1430,1500,1,2,2,0,1,0,NA
Anf2745,Anura,Hylidae,Trachycephalus,Trachycephalus_dibernardoi,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,84.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf2746,Anura,Hylidae,Trachycephalus,Trachycephalus_hadroceps,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.9,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2747,Anura,Hylidae,Trachycephalus,Trachycephalus_imitatrix,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2748,Anura,Hylidae,Trachycephalus,Trachycephalus_jordani,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2749,Anura,Hylidae,Trachycephalus,Trachycephalus_lepidus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.7,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2750,Anura,Hylidae,Trachycephalus,Trachycephalus_mambaiensis,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,86.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf2751,Anura,Hylidae,Trachycephalus,Trachycephalus_mesophaeus,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,80.5,NA,NA,NA,700,2781,1,1.2,1.9,0,1,0,NA
Anf2752,Anura,Hylidae,Trachycephalus,Trachycephalus_nigromaculatus,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,91.05,NA,NA,NA,270,270,3,NA,NA,0,1,0,NA
Anf2753,Anura,Hylidae,Trachycephalus,Trachycephalus_resinifictrix,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,88,NA,NA,NA,192,2400,1,1.6,1.6,0,1,0,NA
Anf2754,Anura,Hylidae,Trachycephalus,Trachycephalus_typhonius,NA,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,56.9,NA,NA,105,NA,NA,NA,217,9794,NA,1.2,2,NA,NA,NA,NA
Anf2755,Anura,Hylidae,Triprion,Triprion_petasatus,NA,1,1,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,74,NA,NA,75.2,NA,NA,NA,265,1750,1,1.6,1.9,0,1,0,NA
Anf2756,Anura,Hylidae,Xenohyla,Xenohyla_eugenioi,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2757,Anura,Hylidae,Xenohyla,Xenohyla_truncata,NA,1,1,1,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,186,186,1,NA,NA,0,1,0,NA
Anf2758,Anura,Hylidae,Litoria,Litoria_adelaidensis,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07,NA,NA,60,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2759,Anura,Hylidae,Litoria,Litoria_alboguttata,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.31,NA,NA,65,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2760,Anura,Hylidae,Litoria,Litoria_albolabris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2761,Anura,Hylidae,Litoria,Litoria_amboinensis,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,1,1.5,1.5,0,1,0,NA
Anf2762,Anura,Hylidae,Litoria,Litoria_andiirrmalin,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2763,Anura,Hylidae,Litoria,Litoria_angiana,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2764,Anura,Hylidae,Litoria,Litoria_arfakiana,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2765,Anura,Hylidae,Litoria,Litoria_aruensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2766,Anura,Hylidae,Litoria,Litoria_auae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,41.8,NA,NA,NA,200,200,1,NA,NA,0,1,0,NA
Anf2767,Anura,Hylidae,Litoria,Litoria_aurea,NA,1,1,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,50,0.5,1.6,93.9,50,65,10,1960,11682,1,1.4,2.5,0,1,0,NA
Anf2768,Anura,Hylidae,Litoria,Litoria_aurifera,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,60,111,NA,0.8,1,NA,NA,NA,NA
Anf2769,Anura,Hylidae,Litoria,Litoria_australis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.42,NA,NA,100,NA,NA,NA,150,4000,1,1.35,1.6,0,1,0,NA
Anf2770,Anura,Hylidae,Litoria,Litoria_avocalis,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2771,Anura,Hylidae,Litoria,Litoria_barringtonensis,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf2772,Anura,Hylidae,Litoria,Litoria_becki,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2773,Anura,Hylidae,Litoria,Litoria_biakensis,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2774,Anura,Hylidae,Litoria,Litoria_bibonius,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf2775,Anura,Hylidae,Litoria,Litoria_bicolor,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.8,NA,NA,30,NA,NA,NA,200,700,1,0.85,2.9,0,1,0,NA
Anf2776,Anura,Hylidae,Litoria,Litoria_booroolongensis,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,1236,1236,1,NA,NA,0,1,0,NA
Anf2777,Anura,Hylidae,Litoria,Litoria_brevipalmata,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,40,NA,NA,NA,556,556,1,1.71,1.71,0,1,0,NA
Anf2778,Anura,Hylidae,Litoria,Litoria_brevipes,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07,NA,NA,45,NA,NA,NA,186,930,1,1.3,1.3,0,1,0,NA
Anf2779,Anura,Hylidae,Litoria,Litoria_brongersmai,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2780,Anura,Hylidae,Litoria,Litoria_bulmeri,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2781,Anura,Hylidae,Litoria,Litoria_burrowsi,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2782,Anura,Hylidae,Litoria,Litoria_caerulea,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,100,NA,NA,20,1500,4400,1,1.1,1.4,0,1,0,NA
Anf2783,Anura,Hylidae,Litoria,Litoria_capitula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2784,Anura,Hylidae,Litoria,Litoria_castanea,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,80,NA,NA,NA,2889,2889,1,NA,NA,0,1,0,NA
Anf2785,Anura,Hylidae,Litoria,Litoria_cavernicola,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.34,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2786,Anura,Hylidae,Litoria,Litoria_cheesmani,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2787,Anura,Hylidae,Litoria,Litoria_chloris,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,28.9,3,3,70,NA,NA,6,1053,1053,1,1.2,1.65,0,1,0,NA
Anf2788,Anura,Hylidae,Litoria,Litoria_chloristona,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf2789,Anura,Hylidae,Litoria,Litoria_chloronota,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2790,Anura,Hylidae,Litoria,Litoria_chrisdahli,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2791,Anura,Hylidae,Litoria,Litoria_christianbergmanni,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf2792,Anura,Hylidae,Litoria,Litoria_citropa,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,8.62,NA,NA,65,NA,NA,NA,650,945,1,1.65,1.8,0,1,0,NA
Anf2793,Anura,Hylidae,Litoria,Litoria_congenita,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2794,Anura,Hylidae,Litoria,Litoria_contrastens,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2795,Anura,Hylidae,Litoria,Litoria_cooloolensis,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,25,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2796,Anura,Hylidae,Litoria,Litoria_coplandi,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,NA,NA,43,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2797,Anura,Hylidae,Litoria,Litoria_corbeni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf2798,Anura,Hylidae,Litoria,Litoria_cryptotis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.22,NA,NA,40,NA,NA,NA,NA,NA,1,1.37,1.37,0,1,0,NA
Anf2799,Anura,Hylidae,Litoria,Litoria_cultripes,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11,NA,NA,50,NA,NA,NA,NA,NA,1,1.2,1.2,0,1,0,NA
Anf2800,Anura,Hylidae,Litoria,Litoria_cyclorhyncha,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.53,NA,NA,80,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2801,Anura,Hylidae,Litoria,Litoria_dahlii,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.12,NA,NA,70,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2802,Anura,Hylidae,Litoria,Litoria_darlingtoni,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2803,Anura,Hylidae,Litoria,Litoria_daviesae,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2804,Anura,Hylidae,Litoria,Litoria_dayi,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,NA,NA,50,NA,NA,NA,107,107,1,2.45,2.45,0,1,0,NA
Anf2805,Anura,Hylidae,Litoria,Litoria_daymani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2806,Anura,Hylidae,Litoria,Litoria_dentata,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,4.8,NA,NA,45.5,NA,NA,NA,238,3054,1,NA,NA,0,1,0,NA
Anf2807,Anura,Hylidae,Litoria,Litoria_disrupta,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2808,Anura,Hylidae,Litoria,Litoria_dorsalis,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2809,Anura,Hylidae,Litoria,Litoria_dorsivena,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2810,Anura,Hylidae,Litoria,Litoria_dux,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2811,Anura,Hylidae,Litoria,Litoria_electrica,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1.68,NA,NA,38,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2812,Anura,Hylidae,Litoria,Litoria_elkeae,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2813,Anura,Hylidae,Litoria,Litoria_eschata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf2814,Anura,Hylidae,Litoria,Litoria_eucnemis,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,3.76,NA,NA,85,NA,NA,NA,800,800,1,2.25,2.25,0,1,0,NA
Anf2815,Anura,Hylidae,Litoria,Litoria_eurynastes,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf2816,Anura,Hylidae,Litoria,Litoria_everetti,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2817,Anura,Hylidae,Litoria,Litoria_ewingii,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69,NA,NA,50,NA,NA,NA,500,700,1,NA,NA,0,1,0,NA
Anf2818,Anura,Hylidae,Litoria,Litoria_exophthalmia,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2819,Anura,Hylidae,Litoria,Litoria_fallax,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,25,NA,NA,NA,263,1000,1,1,1,0,1,0,NA
Anf2820,Anura,Hylidae,Litoria,Litoria_flavescens,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,46.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf2821,Anura,Hylidae,Litoria,Litoria_fluviatilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2822,Anura,Hylidae,Litoria,Litoria_foricula,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
Anf2823,Anura,Hylidae,Litoria,Litoria_freycineti,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22,NA,NA,49,NA,NA,NA,NA,NA,1,1.5,1.5,0,1,0,NA
Anf2824,Anura,Hylidae,Litoria,Litoria_fuscula,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
Anf2825,Anura,Hylidae,Litoria,Litoria_gasconi,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anf2826,Anura,Hylidae,Litoria,Litoria_genimaculata,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,85,NA,NA,NA,200,843,1,2.1,2.6,0,1,0,NA
Anf2827,Anura,Hylidae,Litoria,Litoria_gilleni,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
