species,Class,group,adult mass (g),log adult mass (g),hatchling / neonate mass (g),log hatchling / neonate mass (g),offspring/adult size ratio
Tarentola_mauritanica,Reptilia,Sauria,3.9,0.591,0.2,-0.650,5.7%
Cyrtodactylus_sumonthai,Reptilia,Sauria,7.4,0.867,0.4,-0.374,5.7%
Lacerta_trilineata,Reptilia,Sauria,30.8,1.489,1.8,0.247,5.7%
Eulamprus_leuraensis,Reptilia,Sauria,7.7,0.886,0.4,-0.355,5.7%
Ctenotus_helenae,Reptilia,Sauria,12.6,1.102,0.7,-0.139,5.7%
Chalcides_bedriagai,Reptilia,Sauria,8.6,0.936,0.5,-0.305,5.7%
Phrynosoma_coronatum,Reptilia,Sauria,18.2,1.260,1.0,0.019,5.7%
Anatololacerta_oertzeni,Reptilia,Sauria,6.6,0.818,0.4,-0.423,5.7%
Sphenomorphus_acutus,Reptilia,Sauria,6.6,0.823,0.4,-0.417,5.8%
Aristelliger_barbouri,Reptilia,Sauria,2.3,0.366,0.1,-0.874,5.8%
Scincella_vandenburghi,Reptilia,Sauria,1.7,0.236,0.1,-1.003,5.8%
Latastia_longicaudata,Reptilia,Sauria,14.4,1.158,0.8,-0.081,5.8%
Diplodactylus_ornatus,Reptilia,Sauria,3.0,0.477,0.2,-0.762,5.8%
Draco_volans,Reptilia,Sauria,4.9,0.689,0.3,-0.550,5.8%
Holcosus_leptophrys,Reptilia,Sauria,34.6,1.539,2.0,0.301,5.8%
Carinascincus_microlepidotus,Reptilia,Sauria,4.0,0.598,0.2,-0.639,5.8%
Tenuidactylus_fedtschenkoi,Reptilia,Sauria,5.0,0.702,0.3,-0.536,5.8%
Diplodactylus_granariensis,Reptilia,Sauria,3.8,0.581,0.2,-0.656,5.8%
Takydromus_formosanus,Reptilia,Sauria,2.7,0.433,0.2,-0.804,5.8%
Lampropholis_elongata,Reptilia,Sauria,2.1,0.312,0.1,-0.924,5.8%
Brachylophus_bulabula,Reptilia,Sauria,430.5,2.634,25.0,1.398,5.8%
Egernia_stokesii,Reptilia,Sauria,149.5,2.175,8.7,0.939,5.8%
Phrynosoma_blainvillii,Reptilia,Sauria,16.3,1.212,0.9,-0.023,5.8%
Emoia_klossi,Reptilia,Sauria,15.6,1.193,0.9,-0.042,5.8%
Liopholis_multiscutata,Reptilia,Sauria,11.3,1.055,0.7,-0.180,5.8%
Hemitheconyx_caudicinctus,Reptilia,Sauria,31.3,1.496,1.8,0.262,5.8%
Goniurosaurus_luii,Reptilia,Sauria,26.9,1.429,1.6,0.196,5.8%
Tympanocryptis_houstoni,Reptilia,Sauria,5.2,0.715,0.3,-0.518,5.8%
Takydromus_stejnegeri,Reptilia,Sauria,3.8,0.579,0.2,-0.653,5.9%
Xenosaurus_mendozai,Reptilia,Sauria,25.9,1.412,1.5,0.180,5.9%
Trachylepis_sechellensis,Reptilia,Sauria,11.8,1.072,0.7,-0.159,5.9%
Chalcides_chalcides,Reptilia,Sauria,12.9,1.109,0.8,-0.122,5.9%
Tympanocryptis_cephalus,Reptilia,Sauria,5.2,0.713,0.3,-0.518,5.9%
Tropidurus_jaguaribanus,Reptilia,Sauria,14.8,1.171,0.9,-0.060,5.9%
Dryadosaura_nordestina,Reptilia,Sauria,1.7,0.239,0.1,-0.991,5.9%
Luperosaurus_cumingii,Reptilia,Sauria,12.2,1.085,0.7,-0.144,5.9%
Sceloporus_omiltemanus,Reptilia,Sauria,18.7,1.272,1.1,0.044,5.9%
Podarcis_muralis,Reptilia,Sauria,6.0,0.782,0.4,-0.446,5.9%
Liopholis_modesta,Reptilia,Sauria,22.4,1.350,1.3,0.123,5.9%
Aspidoscelis_dixoni,Reptilia,Sauria,17.5,1.243,1.0,0.016,5.9%
Anolis_dracula,Reptilia,Sauria,9.7,0.986,0.6,-0.241,5.9%
Sceloporus_magister,Reptilia,Sauria,26.2,1.418,1.6,0.192,5.9%
Strophurus_ciliaris,Reptilia,Sauria,8.7,0.939,0.5,-0.286,5.9%
Cyrtodactylus_fumosus,Reptilia,Sauria,9.5,0.979,0.6,-0.246,6.0%
Cordylus_imkeae,Reptilia,Sauria,6.2,0.795,0.4,-0.430,6.0%
Gehyra_brevipalmata,Reptilia,Sauria,7.0,0.843,0.4,-0.382,6.0%
Phyllopezus_periosus,Reptilia,Sauria,33.3,1.523,2.0,0.298,6.0%
Ctenophorus_vadnappa,Reptilia,Sauria,9.4,0.972,0.6,-0.252,6.0%
Strophurus_strophurus,Reptilia,Sauria,6.6,0.819,0.4,-0.404,6.0%
Loxopholis_rugiceps,Reptilia,Sauria,1.3,0.112,0.1,-1.111,6.0%
Acanthodactylus_beershebensis,Reptilia,Sauria,6.4,0.805,0.4,-0.418,6.0%
Tropidurus_psammonastes,Reptilia,Sauria,14.7,1.167,0.9,-0.055,6.0%
Hemidactylus_stejnegeri,Reptilia,Sauria,3.5,0.543,0.2,-0.677,6.0%
Phyllodactylus_ventralis,Reptilia,Sauria,6.3,0.803,0.4,-0.417,6.0%
Darevskia_rudis,Reptilia,Sauria,7.5,0.874,0.5,-0.345,6.0%
Saiphos_equalis,Reptilia,Sauria,2.6,0.423,0.2,-0.796,6.0%
Plestiodon_takarai,Reptilia,Sauria,6.8,0.835,0.4,-0.384,6.0%
Cyrtodactylus_marmoratus,Reptilia,Sauria,9.4,0.972,0.6,-0.246,6.0%
Hemidactylus_angulatus,Reptilia,Sauria,4.2,0.627,0.3,-0.591,6.1%
Plestiodon_bilineatus,Reptilia,Sauria,4.3,0.631,0.3,-0.587,6.1%
Tribolonotus_ponceleti,Reptilia,Sauria,31.0,1.492,1.9,0.274,6.1%
Nucras_intertexta,Reptilia,Sauria,8.8,0.945,0.5,-0.272,6.1%
Anolis_vermiculatus,Reptilia,Sauria,9.8,0.989,0.6,-0.228,6.1%
Cnemidophorus_lemniscatus,Reptilia,Sauria,7.0,0.845,0.4,-0.373,6.1%
Aspidoscelis_tigris,Reptilia,Sauria,15.6,1.193,0.9,-0.024,6.1%
Rhampholeon_maspictus,Reptilia,Sauria,4.9,0.692,0.3,-0.525,6.1%
Strophurus_williamsi,Reptilia,Sauria,5.5,0.738,0.3,-0.478,6.1%
Sphenomorphus_multisquamatus,Reptilia,Sauria,4.0,0.605,0.2,-0.611,6.1%
Diporiphora_nobbi,Reptilia,Sauria,10.0,0.999,0.6,-0.217,6.1%
Gymnophthalmus_speciosus,Reptilia,Sauria,1.4,0.141,0.1,-1.073,6.1%
Tympanocryptis_centralis,Reptilia,Sauria,4.5,0.650,0.3,-0.565,6.1%
Oedura_monilis,Reptilia,Sauria,10.2,1.010,0.6,-0.203,6.1%
Paroedura_picta,Reptilia,Sauria,8.8,0.945,0.5,-0.268,6.1%
Marmorosphax_tricolor,Reptilia,Sauria,3.3,0.515,0.2,-0.698,6.1%
Carlia_jarnoldae,Reptilia,Sauria,1.4,0.141,0.1,-1.072,6.1%
Anolis_barbatus,Reptilia,Sauria,37.2,1.571,2.3,0.359,6.1%
Cnemidophorus_gramivagus,Reptilia,Sauria,14.7,1.167,0.9,-0.045,6.1%
Eublepharis_macularius,Reptilia,Sauria,35.8,1.554,2.2,0.343,6.2%
Liolaemus_magellanicus,Reptilia,Sauria,6.4,0.807,0.4,-0.403,6.2%
Tropidoscincus_variabilis,Reptilia,Sauria,9.7,0.988,0.6,-0.222,6.2%
Anolis_microtus,Reptilia,Sauria,20.7,1.316,1.3,0.107,6.2%
Eutropis_indeprensa,Reptilia,Sauria,3.3,0.517,0.2,-0.692,6.2%
Sceloporus_squamosus,Reptilia,Sauria,4.4,0.648,0.3,-0.561,6.2%
Anolis_valencienni,Reptilia,Sauria,4.5,0.655,0.3,-0.554,6.2%
Menetia_greyii,Reptilia,Sauria,0.5,-0.266,0.0,-1.475,6.2%
Naultinus_grayii,Reptilia,Sauria,13.3,1.125,0.8,-0.084,6.2%
Trapelus_sanguinolentus,Reptilia,Sauria,19.8,1.297,1.2,0.089,6.2%
Micrablepharus_atticolus,Reptilia,Sauria,1.0,0.003,0.1,-1.202,6.2%
Austroablepharus_barrylyoni,Reptilia,Sauria,1.8,0.267,0.1,-0.938,6.2%
Tropidurus_spinulosus,Reptilia,Sauria,27.0,1.432,1.7,0.227,6.2%
Anolis_casildae,Reptilia,Sauria,17.5,1.243,1.1,0.040,6.3%
Cyrtodactylus_baluensis,Reptilia,Sauria,12.5,1.098,0.8,-0.105,6.3%
Oligosoma_suteri,Reptilia,Sauria,12.6,1.102,0.8,-0.100,6.3%
Hesperoedura_reticulata,Reptilia,Sauria,5.3,0.723,0.3,-0.478,6.3%
Aeluroscalabotes_felinus,Reptilia,Sauria,27.7,1.443,1.7,0.242,6.3%
Ctenotus_labillardieri,Reptilia,Sauria,6.1,0.786,0.4,-0.415,6.3%
Phrynocephalus_vlangalii,Reptilia,Sauria,6.6,0.823,0.4,-0.378,6.3%
Liolaemus_cyanogaster,Reptilia,Sauria,6.7,0.825,0.4,-0.376,6.3%
Podarcis_peloponnesiacus,Reptilia,Sauria,8.6,0.937,0.5,-0.263,6.3%
Aspidoscelis_maslini,Reptilia,Sauria,9.2,0.963,0.6,-0.237,6.3%
Pseudocordylus_microlepidotus,Reptilia,Sauria,22.4,1.351,1.4,0.151,6.3%
Ctenophorus_nuchalis,Reptilia,Sauria,18.6,1.269,1.2,0.069,6.3%
Pseudogekko_compresicorpus,Reptilia,Sauria,4.1,0.608,0.3,-0.591,6.3%
Phrynosoma_ditmarsi,Reptilia,Sauria,12.7,1.105,0.8,-0.094,6.3%
Dopasia_harti,Reptilia,Sauria,32.3,1.509,2.0,0.311,6.3%
Varanus_acanthurus,Reptilia,Sauria,51.9,1.715,3.3,0.518,6.3%
Carlia_bicarinata,Reptilia,Sauria,1.2,0.086,0.1,-1.111,6.3%
Plestiodon_tetragrammus,Reptilia,Sauria,2.9,0.469,0.2,-0.728,6.4%
Aspidoscelis_septemvittata,Reptilia,Sauria,17.8,1.252,1.1,0.055,6.4%
Tarentola_angustimentalis,Reptilia,Sauria,5.8,0.765,0.4,-0.431,6.4%
Stenocercus_puyango,Reptilia,Sauria,15.5,1.190,1.0,-0.005,6.4%
Carlia_rubrigularis,Reptilia,Sauria,2.8,0.440,0.2,-0.755,6.4%
Aristelliger_praesignis,Reptilia,Sauria,4.8,0.682,0.3,-0.514,6.4%
Sceloporus_orcutti,Reptilia,Sauria,24.4,1.387,1.6,0.192,6.4%
Ctenotus_severus,Reptilia,Sauria,6.2,0.792,0.4,-0.403,6.4%
Melanoseps_emmrichi,Reptilia,Sauria,13.1,1.119,0.8,-0.075,6.4%
Phelsuma_vnigra,Reptilia,Sauria,2.2,0.349,0.1,-0.845,6.4%
Phoenicolacerta_laevis,Reptilia,Sauria,5.7,0.759,0.4,-0.433,6.4%
Carinascincus_ocellatus,Reptilia,Sauria,6.4,0.806,0.4,-0.386,6.4%
Eutropis_multicarinata,Reptilia,Sauria,6.5,0.813,0.4,-0.379,6.4%
Bradypodion_melanocephalum,Reptilia,Sauria,4.8,0.681,0.3,-0.510,6.4%
Anolis_gundlachi,Reptilia,Sauria,1.8,0.267,0.1,-0.924,6.4%
Aspidoscelis_scalaris,Reptilia,Sauria,14.0,1.146,0.9,-0.045,6.4%
Cyrtodactylus_loriae,Reptilia,Sauria,38.9,1.590,2.5,0.400,6.5%
Hemicordylus_capensis,Reptilia,Sauria,23.2,1.366,1.5,0.176,6.5%
Amalosia_lesueurii,Reptilia,Sauria,5.1,0.711,0.3,-0.478,6.5%
Liolaemus_boulengeri,Reptilia,Sauria,6.9,0.837,0.4,-0.353,6.5%
Thecadactylus_solimoensis,Reptilia,Sauria,28.6,1.457,1.9,0.268,6.5%
Perochirus_ateles,Reptilia,Sauria,3.5,0.539,0.2,-0.650,6.5%
Anguis_veronensis,Reptilia,Sauria,13.4,1.128,0.9,-0.061,6.5%
Prasinohaema_flavipes,Reptilia,Sauria,6.8,0.833,0.4,-0.355,6.5%
Tympanocryptis_lineata,Reptilia,Sauria,4.7,0.670,0.3,-0.518,6.5%
Xenosaurus_phalaroanthereon,Reptilia,Sauria,36.6,1.564,2.4,0.376,6.5%
Cyrtodactylus_annulatus,Reptilia,Sauria,6.4,0.805,0.4,-0.382,6.5%
Crenadactylus_ocellatus,Reptilia,Sauria,0.6,-0.211,0.0,-1.399,6.5%
Asymblepharus_eremchenkoi,Reptilia,Sauria,2.3,0.361,0.1,-0.826,6.5%
Sceloporus_slevini,Reptilia,Sauria,6.5,0.814,0.4,-0.372,6.5%
Anolis_pentaprion,Reptilia,Sauria,4.2,0.619,0.3,-0.568,6.5%
Dipsosaurus_dorsalis,Reptilia,Sauria,65.3,1.815,4.3,0.630,6.5%
Goniurosaurus_araneus,Reptilia,Sauria,27.7,1.442,1.8,0.257,6.5%
Tarentola_annularis,Reptilia,Sauria,18.2,1.259,1.2,0.074,6.5%
Emoia_jakati,Reptilia,Sauria,2.3,0.361,0.2,-0.823,6.6%
Chondrodactylus_bibronii,Reptilia,Sauria,8.6,0.935,0.6,-0.246,6.6%
Macropholidus_ruthveni,Reptilia,Sauria,1.4,0.147,0.1,-1.033,6.6%
Gekko_vittatus,Reptilia,Sauria,18.5,1.268,1.2,0.088,6.6%
Gerrhonotus_parvus,Reptilia,Sauria,5.8,0.765,0.4,-0.415,6.6%
Sphenomorphus_nigriventris,Reptilia,Sauria,7.4,0.870,0.5,-0.309,6.6%
Anolis_intermedius,Reptilia,Sauria,2.0,0.298,0.1,-0.881,6.6%
Aspidoscelis_lineattissimus,Reptilia,Sauria,13.6,1.134,0.9,-0.045,6.6%
Leptosiaphos_meleagris,Reptilia,Sauria,2.4,0.382,0.2,-0.796,6.6%
Scincella_lateralis,Reptilia,Sauria,1.7,0.219,0.1,-0.959,6.6%
Sceloporus_scalaris,Reptilia,Sauria,6.4,0.807,0.4,-0.372,6.6%
Sceloporus_consobrinus,Reptilia,Sauria,8.3,0.917,0.5,-0.261,6.6%
Corytophanes_hernandesii,Reptilia,Sauria,17.7,1.249,1.2,0.072,6.7%
Insulasaurus_arborens,Reptilia,Sauria,3.1,0.493,0.2,-0.683,6.7%
Dinarolacerta_mosorensis,Reptilia,Sauria,6.1,0.786,0.4,-0.390,6.7%
Leiocephalus_psammodromus,Reptilia,Sauria,11.1,1.046,0.7,-0.130,6.7%
Pachydactylus_fasciatus,Reptilia,Sauria,3.2,0.507,0.2,-0.668,6.7%
Varanus_keithhornei,Reptilia,Sauria,203.4,2.308,13.6,1.133,6.7%
Lygosoma_bowringii,Reptilia,Sauria,2.2,0.352,0.2,-0.823,6.7%
Eremias_velox,Reptilia,Sauria,8.0,0.902,0.5,-0.272,6.7%
Calyptotis_ruficauda,Reptilia,Sauria,2.1,0.318,0.1,-0.856,6.7%
Oedura_gemmata,Reptilia,Sauria,17.5,1.242,1.2,0.068,6.7%
Sphenomorphus_necopinatus,Reptilia,Sauria,1.1,0.022,0.1,-1.152,6.7%
Gerrhosaurus_skoogi,Reptilia,Sauria,75.1,1.876,5.0,0.703,6.7%
Emoia_guttata,Reptilia,Sauria,4.1,0.617,0.3,-0.556,6.7%
Cyclodomorphus_melanops,Reptilia,Sauria,18.3,1.263,1.2,0.091,6.7%
Aspidoscelis_gularis,Reptilia,Sauria,13.4,1.127,0.9,-0.045,6.7%
Teratoscincus_mesriensis,Reptilia,Sauria,17.6,1.246,1.2,0.075,6.7%
Uroplatus_ebenaui,Reptilia,Sauria,4.6,0.663,0.3,-0.509,6.7%
Ctenotus_taeniolatus,Reptilia,Sauria,6.5,0.816,0.4,-0.355,6.7%
Carlia_vivax,Reptilia,Sauria,1.8,0.247,0.1,-0.924,6.7%
Lerista_bougainvillii,Reptilia,Sauria,3.7,0.563,0.2,-0.607,6.8%
Liopholis_striata,Reptilia,Sauria,17.9,1.253,1.2,0.083,6.8%
Holcosus_festivus,Reptilia,Sauria,20.0,1.300,1.3,0.130,6.8%
Strophurus_intermedius,Reptilia,Sauria,5.8,0.761,0.4,-0.409,6.8%
Anolis_porcatus,Reptilia,Sauria,3.4,0.536,0.2,-0.633,6.8%
Lygisaurus_foliorum,Reptilia,Sauria,0.7,-0.159,0.0,-1.327,6.8%
Tenuidactylus_caspius,Reptilia,Sauria,4.0,0.604,0.3,-0.563,6.8%
Darevskia_derjugini,Reptilia,Sauria,3.8,0.585,0.3,-0.582,6.8%
Psammodromus_algirus,Reptilia,Sauria,7.4,0.871,0.5,-0.296,6.8%
Podarcis_filfolensis,Reptilia,Sauria,5.5,0.738,0.4,-0.428,6.8%
Xenosaurus_rectocollaris,Reptilia,Sauria,18.6,1.270,1.3,0.105,6.8%
Ctenotus_dux,Reptilia,Sauria,5.8,0.760,0.4,-0.403,6.9%
Anniella_geronimensis,Reptilia,Sauria,3.4,0.535,0.2,-0.628,6.9%
Ablepharus_kitaibelii,Reptilia,Sauria,1.6,0.214,0.1,-0.949,6.9%
Cyrtodactylus_brevipalmatus,Reptilia,Sauria,7.8,0.894,0.5,-0.268,6.9%
Lygisaurus_macfarlani,Reptilia,Sauria,0.6,-0.252,0.0,-1.414,6.9%
Xenosaurus_platyceps,Reptilia,Sauria,24.9,1.396,1.7,0.234,6.9%
Dalmatolacerta_oxycephala,Reptilia,Sauria,4.6,0.659,0.3,-0.502,6.9%
Phyllodactylus_transversalis,Reptilia,Sauria,4.9,0.689,0.3,-0.472,6.9%
Liolaemus_huacahuasicus,Reptilia,Sauria,7.3,0.865,0.5,-0.296,6.9%
Ptyodactylus_guttatus,Reptilia,Sauria,8.0,0.902,0.6,-0.257,6.9%
Anolis_tropidolepis,Reptilia,Sauria,2.8,0.445,0.2,-0.715,6.9%
Emoia_oriva,Reptilia,Sauria,11.2,1.048,0.8,-0.111,6.9%
Takydromus_dorsalis,Reptilia,Sauria,6.5,0.815,0.5,-0.343,7.0%
Anolis_scypheus,Reptilia,Sauria,8.1,0.908,0.6,-0.250,7.0%
Takydromus_septentrionalis,Reptilia,Sauria,5.2,0.719,0.4,-0.438,7.0%
Phelsuma_guimbeaui,Reptilia,Sauria,3.2,0.507,0.2,-0.650,7.0%
Colobosaura_modesta,Reptilia,Sauria,2.6,0.412,0.2,-0.745,7.0%
Liopholis_whitii,Reptilia,Sauria,14.2,1.151,1.0,-0.006,7.0%
Sceloporus_cowlesi,Reptilia,Sauria,8.8,0.946,0.6,-0.210,7.0%
Potamites_juruazensis,Reptilia,Sauria,3.4,0.534,0.2,-0.621,7.0%
Garthia_gaudichaudii,Reptilia,Sauria,1.4,0.136,0.1,-1.018,7.0%
Emoia_baudini,Reptilia,Sauria,1.2,0.083,0.1,-1.072,7.0%
Anolis_chloris,Reptilia,Sauria,4.1,0.614,0.3,-0.540,7.0%
Cordylus_cordylus,Reptilia,Sauria,8.9,0.949,0.6,-0.205,7.0%
Contomastix_vacariensis,Reptilia,Sauria,9.2,0.962,0.6,-0.192,7.0%
Anepischetosia_maccoyi,Reptilia,Sauria,2.4,0.389,0.2,-0.765,7.0%
Strophurus_assimilis,Reptilia,Sauria,4.7,0.675,0.3,-0.478,7.0%
Aspidoscelis_costatus,Reptilia,Sauria,14.1,1.149,1.0,-0.004,7.0%
Gekko_chinensis,Reptilia,Sauria,5.3,0.722,0.4,-0.431,7.0%
Emoia_longicauda,Reptilia,Sauria,11.5,1.061,0.8,-0.092,7.0%
Pinoyscincus_mindanensis,Reptilia,Sauria,2.1,0.330,0.2,-0.823,7.0%
Nactus_pelagicus,Reptilia,Sauria,4.0,0.603,0.3,-0.549,7.0%
Anadia_brevifrontalis,Reptilia,Sauria,7.5,0.875,0.5,-0.277,7.0%
Phrynocephalus_versicolor,Reptilia,Sauria,5.3,0.728,0.4,-0.423,7.1%
Contomastix_lacertoides,Reptilia,Sauria,6.7,0.828,0.5,-0.323,7.1%
Pachydactylus_tsodiloensis,Reptilia,Sauria,3.9,0.590,0.3,-0.560,7.1%
Phymaturus_aguedae,Reptilia,Sauria,30.9,1.490,2.2,0.340,7.1%
Coleonyx_elegans,Reptilia,Sauria,12.3,1.091,0.9,-0.059,7.1%
Lygodactylus_somalicus,Reptilia,Sauria,0.7,-0.164,0.0,-1.313,7.1%
Sphenomorphus_concinnatus,Reptilia,Sauria,3.9,0.593,0.3,-0.556,7.1%
Plestiodon_ochoterenae,Reptilia,Sauria,3.4,0.537,0.2,-0.611,7.1%
Anolis_angusticeps,Reptilia,Sauria,1.2,0.072,0.1,-1.076,7.1%
Cnemaspis_africana,Reptilia,Sauria,2.7,0.437,0.2,-0.711,7.1%
Loxopholis_southi,Reptilia,Sauria,0.9,-0.054,0.1,-1.202,7.1%
Concinnia_martini,Reptilia,Sauria,4.7,0.669,0.3,-0.477,7.1%
Agama_lucyae,Reptilia,Sauria,6.3,0.801,0.5,-0.345,7.1%
Phrynosoma_orbiculare,Reptilia,Sauria,12.9,1.110,0.9,-0.036,7.1%
Anolis_cupreus,Reptilia,Sauria,1.8,0.264,0.1,-0.881,7.2%
Cnemaspis_scalpensis,Reptilia,Sauria,1.0,-0.022,0.1,-1.166,7.2%
Mediodactylus_danilewskii,Reptilia,Sauria,2.0,0.300,0.1,-0.845,7.2%
Lygodactylus_keniensis,Reptilia,Sauria,1.0,0.021,0.1,-1.121,7.2%
Ctenotus_atlas,Reptilia,Sauria,6.8,0.833,0.5,-0.309,7.2%
Scincus_hemprichii,Reptilia,Sauria,21.1,1.324,1.5,0.182,7.2%
Pseudemoia_entrecasteauxii,Reptilia,Sauria,2.8,0.444,0.2,-0.698,7.2%
Strophurus_elderi,Reptilia,Sauria,1.8,0.250,0.1,-0.891,7.2%
Brasiliscincus_heathi,Reptilia,Sauria,5.9,0.773,0.4,-0.368,7.2%
Cophoscincopus_durus,Reptilia,Sauria,2.1,0.318,0.2,-0.823,7.2%
Gekko_vertebralis,Reptilia,Sauria,4.6,0.658,0.3,-0.482,7.2%
Varanus_pilbarensis,Reptilia,Sauria,29.9,1.475,2.2,0.335,7.2%
Calodactylodes_illingworthorum,Reptilia,Sauria,10.8,1.035,0.8,-0.105,7.2%
Hemidactylus_mabouia,Reptilia,Sauria,4.3,0.630,0.3,-0.509,7.3%
Iberolacerta_martinezricai,Reptilia,Sauria,5.2,0.712,0.4,-0.426,7.3%
Sceloporus_tristichus,Reptilia,Sauria,9.5,0.977,0.7,-0.160,7.3%
Takydromus_hsuehshanensis,Reptilia,Sauria,5.2,0.720,0.4,-0.418,7.3%
Lepidodactylus_manni,Reptilia,Sauria,1.8,0.257,0.1,-0.881,7.3%
Papuascincus_stanleyanus,Reptilia,Sauria,2.9,0.469,0.2,-0.668,7.3%
Ctenophorus_mckenziei,Reptilia,Sauria,12.7,1.103,0.9,-0.034,7.3%
Coleonyx_brevis,Reptilia,Sauria,2.5,0.398,0.2,-0.738,7.3%
Goniurosaurus_lichtenfelderi,Reptilia,Sauria,16.6,1.219,1.2,0.083,7.3%
Stenocercus_imitator,Reptilia,Sauria,18.5,1.268,1.4,0.132,7.3%
Diplodactylus_tessellatus,Reptilia,Sauria,3.1,0.494,0.2,-0.641,7.3%
Liolaemus_zullyae,Reptilia,Sauria,8.8,0.943,0.6,-0.193,7.3%
Pedioplanis_laticeps,Reptilia,Sauria,4.6,0.665,0.3,-0.470,7.3%
Anolis_woodi,Reptilia,Sauria,8.9,0.948,0.7,-0.186,7.3%
Aspidoscelis_exsanguis,Reptilia,Sauria,15.2,1.182,1.1,0.047,7.3%
Ptenopus_kochi,Reptilia,Sauria,5.0,0.703,0.4,-0.431,7.3%
Pachydactylus_maculatus,Reptilia,Sauria,3.0,0.484,0.2,-0.650,7.3%
Anolis_trinitatis,Reptilia,Sauria,2.0,0.305,0.1,-0.829,7.3%
Podarcis_melisellensis,Reptilia,Sauria,4.9,0.690,0.4,-0.444,7.3%
Trapelus_mutabilis,Reptilia,Sauria,10.8,1.034,0.8,-0.100,7.3%
Xenosaurus_newmanorum,Reptilia,Sauria,23.3,1.368,1.7,0.234,7.4%
Lepidodactylus_vanuatuensis,Reptilia,Sauria,2.0,0.302,0.1,-0.831,7.4%
Stenocercus_empetrus,Reptilia,Sauria,21.9,1.341,1.6,0.209,7.4%
Carlia_ailanpalai,Reptilia,Sauria,2.7,0.435,0.2,-0.698,7.4%
Anolis_brasiliensis,Reptilia,Sauria,5.3,0.721,0.4,-0.411,7.4%
Gekko_siamensis,Reptilia,Sauria,35.0,1.544,2.6,0.412,7.4%
Diporiphora_amphiboluroides,Reptilia,Sauria,22.4,1.351,1.7,0.219,7.4%
Gonatodes_lichenosus,Reptilia,Sauria,1.9,0.280,0.1,-0.852,7.4%
Oligosoma_maccanni,Reptilia,Sauria,3.8,0.575,0.3,-0.556,7.4%
Phrynocephalus_guinanensis,Reptilia,Sauria,10.8,1.033,0.8,-0.097,7.4%
Anolis_fuscoauratus,Reptilia,Sauria,2.0,0.294,0.1,-0.836,7.4%
Anolis_lemurinus,Reptilia,Sauria,4.4,0.642,0.3,-0.487,7.4%
Anolis_auratus,Reptilia,Sauria,2.3,0.363,0.2,-0.766,7.4%
Aspidoscelis_marmoratus,Reptilia,Sauria,14.6,1.164,1.1,0.036,7.4%
Pholidoscelis_auberi,Reptilia,Sauria,13.2,1.120,1.0,-0.008,7.4%
Tropidurus_cocorobensis,Reptilia,Sauria,10.0,1.001,0.7,-0.126,7.5%
Pholidoscelis_fuscatus,Reptilia,Sauria,49.1,1.691,3.7,0.564,7.5%
Brachyseps_punctatus,Reptilia,Sauria,2.7,0.429,0.2,-0.698,7.5%
Anolis_bitectus,Reptilia,Sauria,3.0,0.479,0.2,-0.648,7.5%
Anolis_aquaticus,Reptilia,Sauria,4.4,0.639,0.3,-0.487,7.5%
Ceratophora_aspera,Reptilia,Sauria,1.2,0.073,0.1,-1.052,7.5%
Anolis_luciae,Reptilia,Sauria,3.6,0.558,0.3,-0.568,7.5%
Lipinia_quadrivittata,Reptilia,Sauria,1.0,0.009,0.1,-1.115,7.5%
Gehyra_georgpotthasti,Reptilia,Sauria,21.6,1.335,1.6,0.211,7.5%
Darevskia_armeniaca,Reptilia,Sauria,6.2,0.793,0.5,-0.331,7.5%
Carlia_rostralis,Reptilia,Sauria,3.3,0.523,0.3,-0.600,7.5%
Pedioplanis_namaquensis,Reptilia,Sauria,3.5,0.542,0.3,-0.582,7.5%
Elasmodactylus_tuberculosus,Reptilia,Sauria,5.5,0.741,0.4,-0.382,7.5%
Emoia_ponapea,Reptilia,Sauria,1.8,0.267,0.1,-0.856,7.5%
Phyllodactylus_lanei,Reptilia,Sauria,6.6,0.817,0.5,-0.305,7.5%
Eremias_arguta,Reptilia,Sauria,8.7,0.938,0.7,-0.184,7.6%
Kolekanos_plumicaudus,Reptilia,Sauria,2.0,0.305,0.2,-0.817,7.6%
Lepidodactylus_oligoporus,Reptilia,Sauria,1.7,0.241,0.1,-0.881,7.6%
Anolis_grahami,Reptilia,Sauria,1.9,0.275,0.1,-0.846,7.6%
Coleonyx_variegatus,Reptilia,Sauria,4.0,0.604,0.3,-0.516,7.6%
Lampropholis_delicata,Reptilia,Sauria,1.1,0.048,0.1,-1.072,7.6%
Phrynocephalus_nasatus,Reptilia,Sauria,6.3,0.801,0.5,-0.319,7.6%
Sceloporus_woodi,Reptilia,Sauria,6.4,0.804,0.5,-0.315,7.6%
Tropicagama_temporalis,Reptilia,Sauria,20.1,1.302,1.5,0.183,7.6%
Alopoglossus_atriventris,Reptilia,Sauria,2.4,0.373,0.2,-0.745,7.6%
Cyrtodactylus_macrotuberculatus,Reptilia,Sauria,26.7,1.427,2.0,0.308,7.6%
Sphenomorphus_cinereus,Reptilia,Sauria,14.6,1.166,1.1,0.048,7.6%
Ctenotus_ariadnae,Reptilia,Sauria,5.2,0.714,0.4,-0.403,7.6%
Sceloporus_bimaculosus,Reptilia,Sauria,24.9,1.396,1.9,0.278,7.6%
